timestamp	cpu_pct	latency_ms	label	cpu_pct_diff1	latency_ms_diff1	anomaly_score	pred	y_true	error_type
2026-01-01 10:21:00	63.35415109672094	49.36093148134644	0	1.378695044589314	-342.47317633206325	0.6565675575785642	1	0	FP
2026-01-01 20:59:00	21.45144880765838	45.09935410545887	0	-6.634990826592837	-342.84469549910114	0.6438132807737267	1	0	FP
2026-01-01 13:49:00	17.402757549521617	57.686338447327174	0	-55.80091891033209	16.613716519345708	0.6369778365099699	1	0	FP
2026-01-02 00:54:00	31.273609413718113	56.93047721129658	0	-19.714690581009798	-214.14240925275095	0.6260899712351397	1	0	FP
2026-01-01 08:41:00	34.96923773068161	60.94533751973149	0	0.21924185844606825	-334.2335809365332	0.6259039789000356	1	0	FP
2026-01-01 21:52:00	22.675465501237557	46.65370542994918	0	-4.402100244360838	-321.39649869561316	0.6240515491367729	1	0	FP
2026-01-01 16:11:00	20.79128279327491	45.3417028166067	0	0.5097783724998308	-338.7307694423543	0.624032720791707	1	0	FP
2026-01-02 04:50:00	81.38084727229804	51.82557679273986	1	41.74431957884646	-3.924429035413226	0.6172716219757531	0	1	FN
2026-01-01 01:20:00	76.14292729851482	53.33915629157022	1	43.69179973764226	5.310071339471591	0.6096705231417557	0	1	FN
2026-01-01 18:57:00	71.03450245091858	49.41658615034642	1	50.552345811527445	-0.7950349189398196	0.5960404346292337	0	1	FN
2026-01-01 18:46:00	66.01373105472777	44.92964409198595	1	46.63204924677136	-2.3928961687081127	0.5883828942637687	0	1	FN
2026-01-01 15:44:00	22.577701745320923	229.9665665384612	1	-2.7573195381851576	-16.892553623923533	0.5860761826715942	0	1	FN
2026-01-01 20:00:00	61.08260635491872	43.375194217644136	1	42.93943765232306	-0.6107381484549137	0.5729087000697003	0	1	FN
2026-01-01 12:58:00	70.27250154617558	50.61008707639291	1	41.54306056296899	3.696055306943606	0.5691449978432765	0	1	FN
2026-01-01 16:49:00	61.67379191122426	48.196545821729856	1	38.915612583286375	4.033414626419059	0.5523429048099251	0	1	FN
2026-01-01 04:47:00	73.7541305626624	63.858217425233775	1	-0.6199965080440393	6.3266459015187735	0.5486895217262227	0	1	FN
2026-01-02 05:04:00	62.60037138763812	66.05026751872921	1	5.959741697865155	8.676894173347726	0.5199023566492511	0	1	FN
2026-01-01 14:02:00	80.84650154622332	49.78389204463089	1	-1.146118701175041	-2.081495002370204	0.5175836722950768	0	1	FN
2026-01-01 04:07:00	76.29024048609807	51.42596026527268	1	8.821833575762057	3.360542766470523	0.5153616516002201	0	1	FN
2026-01-01 05:42:00	73.03632432358066	46.765541437964465	1	-0.6934811550393647	-7.456999382921367	0.5069172360054529	0	1	FN
2026-01-01 04:40:00	66.8817975445915	59.63945265717063	1	0.6671953833676696	12.885068870074193	0.49513797080055705	0	1	FN
2026-01-01 17:35:00	59.43514145544672	40.47641140104464	1	8.543145840574176	-2.7510278916147612	0.49131352352428764	0	1	FN
2026-01-01 03:03:00	73.75103560418042	49.5720067340584	1	4.582162765385604	3.4556934987866654	0.4895557751132809	0	1	FN
2026-01-02 05:26:00	68.66184520352274	58.64387610388875	1	-3.2107585906568943	-0.9769161723921158	0.4712233538427642	0	1	FN
2026-01-02 01:09:00	65.18035454947177	47.33621627821945	1	-5.553804311677936	-6.309157596350815	0.4636096617242851	0	1	FN
2026-01-01 00:00:00	71.1584604975703	48.192196080585965	1	0.0	0.0	0.46152867378657925	0	1	FN
2026-01-01 10:22:00	64.02490346903207	58.2228964208724	1	0.6707523723111279	8.861964939525961	0.4559714856320086	0	1	FN
2026-01-01 19:42:00	52.59486933238252	42.63885691351884	1	-4.945993669167166	3.1532917423548668	0.45008139659964497	0	1	FN
2026-01-01 06:21:00	64.94136840879503	58.14038696501213	1	3.601113016381646	4.254229457824472	0.44751394299022657	0	1	FN
2026-01-01 10:08:00	59.958849672223536	55.65604901241434	1	-6.439571087952558	4.075444358082557	0.44478530211549067	0	1	FN
2026-01-01 09:24:00	63.17890465377016	57.68087676675169	1	4.963310149222238	-2.2121842174212887	0.4444826115501266	0	1	FN
2026-01-01 10:02:00	65.92526416597914	52.110775086102535	1	5.518028877173251	-6.015575375780358	0.442537202765074	0	1	FN
2026-01-02 02:29:00	68.13546002763016	50.83845105683449	1	1.6231908970714954	1.028005630264822	0.43955461817506486	0	1	FN
2026-01-01 10:15:00	65.21799591677978	49.49552619368708	1	-1.4671984667675275	4.691778735898694	0.4357319079422963	0	1	FN
2026-01-01 21:04:00	53.67482763907197	44.56485950493017	1	1.2241173531619225	-8.39383010573139	0.43403459730648086	0	1	FN
2026-01-01 19:46:00	49.15013317099893	41.60093072211701	1	3.199953182796918	1.5570635393079044	0.42320895544913273	0	1	FN
2026-01-01 14:05:00	51.01256401471338	43.225082583603495	1	0.6658981072854004	-1.5413803528118422	0.4196843785072197	0	1	FN
2026-01-01 01:06:00	55.0701482270871	55.278279452476944	1	-3.3843536156157796	4.57061871209573	0.4163418285149251	0	1	FN
2026-01-01 06:57:00	63.78558957983456	52.31781125729813	1	0.7047577409782662	0.44626438082071473	0.4149061686177378	0	1	FN
2026-01-02 00:51:00	54.05031859032706	47.282241139828265	1	1.8234016494333574	1.0495162423766544	0.407315041518151	0	1	FN
2026-01-02 01:43:00	58.366127323961294	53.790407059366714	1	-0.9863990281970416	2.253984841628707	0.4070882038282707	0	1	FN
2026-01-01 22:50:00	46.39881305861104	47.47581430239281	1	-7.381450909393472	-1.4986533130725235	0.4024729008570551	0	1	FN
2026-01-01 20:38:00	56.03451780054402	49.778515491916906	1	0.17064164252509784	0.6853516443877439	0.4004387089828205	0	1	FN
2026-01-01 10:59:00	51.970739398857575	53.11441737851601	1	-4.651003239557426	2.497985849657951	0.39998304739527424	0	1	FN
2026-01-01 16:41:00	43.56424584548509	48.04488866418928	1	-2.0248468157478143	-2.252739019375163	0.3647009901805741	0	1	FN
2026-01-01 18:23:00	43.49367222080521	49.235735079207686	1	-0.23178262002247152	1.0879912501486118	0.3565067775676673	0	1	FN
