timestamp	cpu_pct	latency_ms	label	cpu_pct_diff1	latency_ms_diff1	anomaly_score	pred	y_true
2026-01-01 00:00:00	71.1584604975703	48.192196080585965	1	0.0	0.0	0.46152867378657925	0	1
2026-01-01 00:01:00	26.923680774125977	47.35830570194199	0	-44.234779723444326	-0.8338903786439786	0.5458617600496546	0	0
2026-01-01 00:02:00	32.33861894240311	51.7796719712923	0	5.414938168277132	4.421366269350315	0.3478844526904397	0	0
2026-01-01 00:03:00	32.952590104887086	51.07286563903674	0	0.6139711624839777	-0.7068063322555602	0.3371198030424731	0	0
2026-01-01 00:04:00	24.32141849841133	44.468095841745104	0	-8.631171606475757	-6.604769797291638	0.3985184759666581	0	0
2026-01-01 00:05:00	26.311610329758658	54.59978744342776	0	1.9901918313473281	10.131691601682654	0.3706952498593356	0	0
2026-01-01 00:06:00	30.645290692580588	49.754106440136034	0	4.33368036282193	-4.845681003291723	0.3503779302061175	0	0
2026-01-01 00:07:00	29.35665735506748	45.70896818518623	0	-1.288633337513108	-4.045138254949805	0.3537315810821478	0	0
2026-01-01 00:08:00	30.298591494512145	54.929633940928	0	0.9419341394446654	9.22066575574177	0.35905929281689536	0	0
2026-01-01 00:09:00	27.833466374869943	52.69900136517996	0	-2.4651251196422024	-2.2306325757480394	0.34802218497831444	0	0
2026-01-01 00:10:00	33.074387798241844	45.15992896903503	0	5.240921423371901	-7.539072396144931	0.3663607121895064	0	0
2026-01-01 00:11:00	32.81315709150028	57.348622003637615	0	-0.26123070674156423	12.188693034602586	0.3742583575293094	0	0
2026-01-01 00:12:00	30.72145165511309	52.89686925467949	0	-2.0917054363871905	-4.451752748958128	0.34476112357316757	0	0
2026-01-01 00:13:00	33.94865149653788	50.242679475316706	0	3.227199841424788	-2.654189779362781	0.34230099786101154	0	0
2026-01-01 00:14:00	32.013013422104706	56.666117920161405	0	-1.9356380744331716	6.423438444844699	0.3510622893694966	0	0
2026-01-01 00:15:00	28.076153903651715	50.96420678146927	0	-3.936859518452991	-5.701911138692132	0.35033250279442496	0	0
2026-01-01 00:16:00	31.80381708968875	50.2364500683045	0	3.7276631860370344	-0.7277567131647729	0.3428710451507541	0	0
2026-01-01 00:17:00	27.864437099466997	47.72934198688904	0	-3.9393799902217523	-2.50710808141546	0.35330711712692203	0	0
2026-01-01 00:18:00	33.419941861200265	52.71969723586754	0	5.555504761733268	4.990355248978503	0.34862034780638346	0	0
2026-01-01 00:19:00	30.678304342163287	52.32045290685694	0	-2.7416375190369777	-0.3992443290105996	0.3416309067555244	0	0
2026-01-01 00:20:00	30.3169703368408	50.49449927329714	0	-0.3613340053224867	-1.8259536335598057	0.34019813696850015	0	0
2026-01-01 00:21:00	28.8722275534222	47.2975626778466	0	-1.4447427834186009	-3.1969365954505378	0.34727938069296177	0	0
2026-01-01 00:22:00	34.62608154122433	50.99894817926541	0	5.753853987802131	3.7013855014188124	0.3499923402037872	0	0
2026-01-01 00:23:00	30.538292169914357	50.221745165011825	0	-4.087789371309974	-0.7772030142535868	0.34488451508524237	0	0
2026-01-01 00:24:00	29.76030116618721	45.18874504140147	0	-0.7779910037271449	-5.033000123610357	0.3531351235511315	0	0
2026-01-01 00:25:00	30.032268097054956	44.65708496896308	0	0.2719669308677446	-0.5316600724383846	0.3570408511735415	0	0
2026-01-01 00:26:00	32.72895969433912	52.82662958407861	0	2.696691597284161	8.169544615115527	0.3518658927691137	0	0
2026-01-01 00:27:00	32.271706167670615	40.180133727082435	0	-0.4572535266685023	-12.646495856996175	0.4122825078306336	0	0
2026-01-01 00:28:00	32.45689126883944	51.430988824870774	0	0.1851851011688268	11.250855097788339	0.35687381674011204	0	0
2026-01-01 00:29:00	32.554452700381944	48.71866261466385	0	0.09756143154250196	-2.7123262102069248	0.3399537524584381	0	0
2026-01-01 00:30:00	37.7302047248119	55.8856173886199	0	5.175752024429954	7.16695477395605	0.3566740188761935	0	0
2026-01-01 00:31:00	30.129264253583383	48.70038181475311	0	-7.600940471228515	-7.185235573866791	0.3745074301668176	0	0
2026-01-01 00:32:00	29.85500282238604	53.333802361807905	0	-0.2742614311973419	4.633420547054797	0.3464839812535937	0	0
2026-01-01 00:33:00	28.99360803516816	49.129807745004726	0	-0.8613947872178791	-4.203994616803179	0.3433696970278601	0	0
